x, y
0, 101.03739532256805
0, 96.3868889076711
0, 123.8182339685178
0, 117.58632605090511
0, 106.3065176900106
0, 101.0393815473413
0, 115.71289378444126
0, 109.94511636782087
0, 98.84298479325246
0, 93.9068673210233
0, 47.68464727689306
0, 44.8082169196158
0, 3.676196510984501
0, 3.4557317009479767
0, 54.34623298617058
0, 48.38148400695623
0, 62.21912841924368
0, 57.61367297337282
0, 70.34610691813846
0, 67.64200405296596
0, 84.10290615945277
0, 81.06098765212388
0, 77.57050575484254
0, 74.45099470252217
0, 47.49380253425693
0, 44.94849043188804
0, 2.9092860737922033
0, 2.81117992139695
