x, y
0, 2.013625536581813
0, 1.716749063927136
0, 2.4992802734960717
0, 2.0304084447909796
0, 2.8548380186957525
0, 2.336699197162221
0, 3.0041705580450855
0, 2.3414866636392455
0, 2.9318873113930994
0, 2.3346535459382576
0, 2.7725192998089296
0, 2.2535129507929845
0, 2.607806890524458
0, 2.132144784981707
0, 2.461826648730625
0, 1.993190444773843
0, 1.8130767451225678
0, 1.4561266718646915
0, 1.9096507612821414
0, 1.649488908500484
0, 2.4111994584914873
0, 1.9929548200255331
0, 2.7966065752157037
0, 2.131191575772635
0, 2.756518237355519
0, 2.0640813633676345
0, 2.5691323011541325
0, 2.1836502129190904
0, 2.4680814147766705
0, 1.9812699745525273
0, 2.3191344431972993
0, 1.9237775359649048
0, 2.0586727043723387
0, 1.8094888228187576
0, 1.5803116244398558
0, 1.0487421922526583
