x, y
0, 2.142207238204914
0, 2.1146057888786682
0, 2.330093005456039
0, 2.3073972516167993
0, 2.497795114141464
0, 2.4693247010413524
0, 2.5725417980352643
0, 2.5528795177338828
0, 2.3462557316499426
0, 2.3173350373215555
0, 2.1147400832800836
0, 2.085361208052749
0, 2.326072073084242
0, 2.3022308669976335
0, 2.483457211872678
0, 2.461891110939464
0, 2.557753614538203
0, 2.5287618231737716
0, 2.3205344039435154
0, 2.285412468137995
0, 1.8339541889320348
0, 1.7510234462225531
0, 2.117204780529594
0, 2.0665520921838905
0, 2.285199177029864
0, 2.223360555013307
0, 2.3328183918377094
0, 2.273025784525072
0, 2.215579379401872
0, 2.1458963844085077
