x, y
0, 3.125797904862838
0, 2.6222068234622755
0, 3.3701341050829496
0, 2.86484327232707
0, 3.187319121183712
0, 2.9818570904495987
0, 3.040614682264705
0, 2.8114295031182492
0, 2.9175967064769903
0, 2.556674683079933
0, 2.674886887050096
0, 2.1902009538173077
0, 2.3025679696735013
0, 2.0709371051237113
0, 1.9217136102392696
0, 1.63177760567399
0, 1.6369746871560755
0, 1.169591978151877
0, 2.672502343781845
0, 2.2199404883218525
0, 2.902005462030734
0, 2.419349447682713
0, 3.034647209880569
0, 2.4874006440304894
0, 2.866469653120287
0, 2.4291444177230668
0, 2.7068397668446584
0, 2.1823380752455876
0, 2.293421106265031
0, 1.870011820812783
0, 2.1244731586026986
0, 1.5654383891085477
0, 1.6520401092406147
0, 1.2725675620592671
0, 1.2784494354542861
0, 0.7816573594749929
