x, y
0, 2.2818135227584233
0, 2.12361298165739
0, 2.717960025267273
0, 2.5736505250110246
0, 2.9379461997783154
0, 2.749800364706864
0, 3.002252601218073
0, 2.9203365791449647
0, 2.947439304911624
0, 2.8604281134166833
0, 2.495238549277141
0, 2.4044551446313003
0, 1.5070974816156752
0, 1.435604209623017
0, 1.876863759341144
0, 1.5957891851304482
0, 2.3455835905748303
0, 2.1752261540111792
0, 2.527061010929287
0, 2.3535928393502017
0, 2.666936819899169
0, 2.5929227798767625
0, 2.4114989928846406
0, 2.3269906916320036
0, 1.9058078972146406
0, 1.8364242041404955
0, 0.5075861411391726
0, 0.3413227179004326
