x, y
0, 1.7819366859396084
0, 1.744623618325841
0, 1.9327698852712312
0, 1.908198632483413
0, 2.0536204931729043
0, 2.016747883355589
0, 2.092199876951473
0, 2.055531765396797
0, 2.1426873518698484
0, 2.1046349443834638
0, 1.4931615431403942
0, 1.4028834255032057
0, 1.7255580879936798
0, 1.6559264295652052
0, 1.8029213538134556
0, 1.7256446064894115
0, 1.822254304950606
0, 1.7523394950815547
0, 1.8183137807359142
0, 1.7358695196213463
0, 1.073790663692994
0, 0.9345430774716325
0, 1.4191882292897444
0, 1.326739283941468
0, 1.601034376682304
0, 1.4859018548167207
0, 1.6258415890039362
0, 1.5255666524508331
0, 1.5008144973537576
0, 1.3790279166346229
